timestamp,asn,num_routes,num_new_routes,num_withdrawals,num_origin_changes,num_route_changes,max_path_length,avg_path_length,max_edit_distance,avg_edit_distance,num_announcements,num_unique_prefixes_announced,anomaly_status
2018-04-25 08:30:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 08:35:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 08:40:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 08:45:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 08:50:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 08:55:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 09:00:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 09:05:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 09:10:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 09:15:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 09:20:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 09:25:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 09:30:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 09:35:00,15169,435,435,0,0,0,0,0.0,0,0.0,435,435,"anomaly due to high value of num_routes=435, num_new_routes=435, num_announcements=435, num_unique_prefixes_announced=435"
2018-04-25 09:40:00,15169,0,0,435,0,0,0,0.0,0,0.0,0,0,"anomaly due to high value of num_routes=0, num_new_routes=0, num_withdrawals=435, num_announcements=0, num_unique_prefixes_announced=0"
2018-04-25 09:45:00,15169,88,88,0,0,0,0,0.0,0,0.0,88,88,anomaly due to high value of num_withdrawals=0
2018-04-25 09:50:00,15169,0,0,88,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 09:55:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:00:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:05:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:10:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:15:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:20:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:25:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:30:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:35:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:40:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:45:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:50:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 10:55:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 11:00:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 11:05:00,15169,439,439,0,0,0,0,0.0,0,0.0,439,439,"anomaly due to high value of num_routes=439, num_new_routes=439, num_announcements=439, num_unique_prefixes_announced=439"
2018-04-25 11:10:00,15169,511,72,0,0,3,3,2.5772994129158513,1,0.005870841487279843,511,511,"anomaly due to high value of num_new_routes=72, num_route_changes=3, max_path_length=3, avg_path_length=2.5772994129158513, max_edit_distance=1, avg_edit_distance=0.005870841487279843"
2018-04-25 11:15:00,15169,0,0,511,0,0,0,0.0,0,0.0,0,0,"anomaly due to high value of num_routes=0, num_withdrawals=511, num_route_changes=0, max_path_length=0, avg_path_length=0.0, max_edit_distance=0, avg_edit_distance=0.0, num_announcements=0, num_unique_prefixes_announced=0"
2018-04-25 11:20:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,anomaly due to high value of num_withdrawals=0
2018-04-25 11:25:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 11:30:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 11:35:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 11:40:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 11:45:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 11:50:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 11:55:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
2018-04-25 12:00:00,15169,0,0,0,0,0,0,0.0,0,0.0,0,0,no anomalies detected
