timestamp,asn,num_routes,num_new_routes,num_withdrawals,num_origin_changes,num_route_changes,max_path_length,avg_path_length,max_edit_distance,avg_edit_distance,num_announcements,num_unique_prefixes_announced
2018-07-30 06:40:00,58224,21,20,128,0,1,5,0.23809523809523808,3,0.14285714285714285,528,21
2018-07-30 06:45:00,58224,6,5,130,0,1,9,1.5,7,1.1666666666666667,1057,6
2018-07-30 06:50:00,58224,2,0,158,0,2,8,6.5,5,3.0,791,2
2018-07-30 06:55:00,58224,4,3,128,0,1,7,1.75,4,1.0,564,4
2018-07-30 07:00:00,58224,125,121,85,0,4,10,0.248,5,0.088,627,125
2018-07-30 07:05:00,58224,6,1,207,0,5,8,5.833333333333333,8,3.0,630,6
2018-07-30 07:10:00,58224,10,5,99,0,5,8,3.8,4,1.2,1144,10
2018-07-30 07:15:00,58224,3,1,141,0,2,6,3.6666666666666665,3,1.3333333333333333,850,3
2018-07-30 07:20:00,58224,1,0,119,0,1,5,5.0,2,2.0,604,1
2018-07-30 07:25:00,58224,1,0,113,0,1,5,5.0,2,2.0,556,1
2018-07-30 07:30:00,58224,5,5,121,0,0,0,0.0,0,0.0,1189,5
2018-07-30 07:35:00,58224,1,1,82,0,0,0,0.0,0,0.0,471,1
2018-07-30 07:40:00,58224,1,0,118,0,1,10,10.0,7,7.0,484,1
2018-07-30 07:45:00,58224,4,3,67,0,1,5,1.25,7,1.75,468,4
2018-07-30 07:50:00,58224,23,22,103,0,1,15,0.6521739130434783,13,0.5652173913043478,4255,23
2018-07-30 07:55:00,58224,19,0,155,0,19,6,5.947368421052632,13,3.526315789473684,672,19
2018-07-30 08:00:00,58224,1,0,101,0,1,5,5.0,2,2.0,429,1
2018-07-30 08:05:00,58224,1,0,106,0,1,7,7.0,4,4.0,527,1
2018-07-30 08:10:00,58224,438,437,151,0,1,6,0.0136986301369863,4,0.0091324200913242,2917,438
2018-07-30 08:15:00,58224,23,0,490,0,23,6,4.782608695652174,5,4.043478260869565,1943,23
2018-07-30 08:20:00,58224,4,3,115,0,1,5,1.25,2,0.5,524,4
2018-07-30 08:25:00,58224,1,0,72,0,1,5,5.0,2,2.0,362,1
2018-07-30 08:30:00,58224,1,0,101,0,1,5,5.0,2,2.0,496,1
2018-07-30 08:35:00,58224,157,156,80,0,1,5,0.03184713375796178,2,0.012738853503184714,580,157
2018-07-30 08:40:00,58224,1,0,260,0,1,5,5.0,2,2.0,563,1
2018-07-30 08:45:00,58224,37,36,113,0,1,6,0.16216216216216217,3,0.08108108108108109,3026,37
2018-07-30 08:50:00,58224,124,109,2457,0,15,10,1.0564516129032258,4,0.4032258064516129,23034,124
2018-07-30 08:55:00,58224,119,0,214,0,119,10,5.823529411764706,7,2.4285714285714284,4845,119
2018-07-30 09:00:00,58224,33,31,276,0,2,9,0.42424242424242425,5,0.18181818181818182,4375,33
2018-07-30 09:05:00,58224,19,17,133,0,2,8,0.7368421052631579,3,0.3157894736842105,538,19
2018-07-30 09:10:00,58224,19,1,115,0,18,16,10.0,4,3.263157894736842,1953,19
2018-07-30 09:15:00,58224,78,60,123,0,18,17,2.5,3,0.6282051282051282,1406,78
2018-07-30 09:20:00,58224,112,47,144,0,64,5,2.5,14,5.616071428571429,1025,112
2018-07-30 09:25:00,58224,92,50,171,0,42,5,2.282608695652174,4,0.5760869565217391,531,92
2018-07-30 09:30:00,58224,127,124,165,0,3,5,0.11811023622047244,1,0.023622047244094488,1211,127
2018-07-30 09:35:00,58224,2,1,229,0,1,6,3.0,4,2.0,764,2
2018-07-30 09:40:00,58224,172,170,130,0,1,7,0.08139534883720931,5,0.029069767441860465,1824,172
2018-07-30 09:45:00,58224,120,0,112,0,94,10,5.783333333333333,6,3.433333333333333,419,120
2018-07-30 09:50:00,58224,1,0,206,0,1,5,5.0,3,3.0,525,1
2018-07-30 09:55:00,58224,74,73,188,0,1,5,0.06756756756756757,2,0.02702702702702703,5365,74
2018-07-30 10:00:00,58224,18,14,112,0,4,7,1.4444444444444444,2,0.3888888888888889,205,18
2018-07-30 10:05:00,58224,44,41,160,0,3,7,0.4772727272727273,2,0.13636363636363635,4060,44
2018-07-30 10:10:00,58224,22,0,108,0,22,9,8.363636363636363,3,2.772727272727273,1094,22
2018-07-30 10:15:00,58224,36,14,217,0,20,9,5.166666666666667,5,1.5833333333333333,5678,36
2018-07-30 10:20:00,58224,15,0,126,0,15,9,6.6,5,2.6666666666666665,547,15
2018-07-30 10:25:00,58224,40,28,114,0,12,8,1.775,4,0.875,1710,40
2018-07-30 10:30:00,58224,33,16,114,0,9,8,2.878787878787879,4,0.6363636363636364,439,33
2018-07-30 10:35:00,58224,34,9,114,0,21,8,5.264705882352941,5,1.3529411764705883,614,34
2018-07-30 10:40:00,58224,5,1,102,0,4,8,5.8,6,2.4,855,5
2018-07-30 10:45:00,58224,44,39,135,0,5,9,0.7954545454545454,6,0.3409090909090909,4356,44
2018-07-30 10:50:00,58224,11,3,159,0,8,8,5.2727272727272725,3,2.090909090909091,631,11
2018-07-30 10:55:00,58224,11,7,110,0,4,6,2.090909090909091,4,1.1818181818181819,628,11
2018-07-30 11:00:00,58224,1,0,131,0,1,6,6.0,3,3.0,539,1
2018-07-30 11:05:00,58224,6,5,73,0,1,5,0.8333333333333334,3,0.5,383,6
2018-07-30 11:10:00,58224,37,34,400,0,2,8,0.5405405405405406,3,0.13513513513513514,3856,37
2018-07-30 11:15:00,58224,15,5,93,0,10,7,4.0,4,2.2,387,15
2018-07-30 11:20:00,58224,23,22,1949,0,1,5,0.21739130434782608,2,0.08695652173913043,10752,23
2018-07-30 11:25:00,58224,28,8,104,0,20,6,4.25,4,2.392857142857143,1215,28
2018-07-30 11:30:00,58224,26,6,106,0,20,5,3.8461538461538463,3,2.230769230769231,476,26
2018-07-30 11:35:00,58224,16,11,100,0,5,6,1.8125,3,0.875,2466,16
2018-07-30 11:40:00,58224,1,0,100,0,1,5,5.0,2,2.0,342,1
2018-07-30 11:45:00,58224,23,22,140,0,1,11,0.4782608695652174,9,0.391304347826087,3657,23
2018-07-30 11:50:00,58224,27,8,66,0,19,6,4.222222222222222,13,8.222222222222221,329,27
2018-07-30 11:55:00,58224,24,23,103,0,1,5,0.20833333333333334,3,0.125,526,24
2018-07-30 12:00:00,58224,14,0,103,0,4,14,10.857142857142858,4,0.9285714285714286,394,14
2018-07-30 12:05:00,58224,23,22,127,0,1,5,0.21739130434782608,4,0.17391304347826086,558,23
2018-07-30 12:10:00,58224,84,81,146,0,3,5,0.17857142857142858,3,0.07142857142857142,1197,84
2018-07-30 12:15:00,58224,4,3,163,0,1,5,1.25,1,0.25,484,4
2018-07-30 12:20:00,58224,1,0,105,0,1,5,5.0,2,2.0,462,1
2018-07-30 12:25:00,58224,9,8,124,0,1,5,0.5555555555555556,2,0.2222222222222222,656,9
2018-07-30 12:30:00,58224,208,199,2074,0,9,8,0.23076923076923078,5,0.10096153846153846,83621,208
2018-07-30 12:35:00,58224,193,0,1464,0,191,18,5.7979274611398965,13,3.7357512953367875,15979,193
2018-07-30 12:40:00,58224,11,1,306,0,10,13,7.454545454545454,4,2.3636363636363638,504,11
2018-07-30 12:45:00,58224,7,5,61,0,2,9,2.5714285714285716,3,0.8571428571428571,212,7
2018-07-30 12:50:00,58224,4,4,82,0,0,0,0.0,0,0.0,476,4
2018-07-30 12:55:00,58224,1,0,89,0,1,4,4.0,2,2.0,396,1
2018-07-30 13:00:00,58224,19,19,123,0,0,0,0.0,0,0.0,572,19
2018-07-30 13:05:00,58224,61,49,102,0,12,8,1.180327868852459,4,0.4918032786885246,564,61
2018-07-30 13:10:00,58224,281,230,118,0,46,13,1.0498220640569396,4,0.3202846975088968,913,281
2018-07-30 13:15:00,58224,54,5,335,0,35,13,5.037037037037037,3,1.3888888888888888,499,54
2018-07-30 13:20:00,58224,173,125,843,0,48,12,1.606936416184971,4,0.815028901734104,24142,173
2018-07-30 13:25:00,58224,176,4,2121,0,170,18,6.403409090909091,13,4.107954545454546,57170,176
2018-07-30 13:30:00,58224,219,76,1102,0,143,17,3.598173515981735,13,2.6986301369863015,38734,219
2018-07-30 13:35:00,58224,165,31,958,0,134,14,4.527272727272727,12,2.521212121212121,8029,165
2018-07-30 13:40:00,58224,27,4,240,0,23,8,5.555555555555555,4,2.4444444444444446,530,27
2018-07-30 13:45:00,58224,6,4,122,0,2,7,2.1666666666666665,4,0.8333333333333334,525,6
2018-07-30 13:50:00,58224,11,10,126,0,0,7,0.6363636363636364,0,0.0,569,11
2018-07-30 13:55:00,58224,165,154,529,0,11,8,0.3878787878787879,4,0.22424242424242424,19035,165
2018-07-30 14:00:00,58224,167,3,1233,0,164,17,5.604790419161676,13,3.2275449101796405,25423,167
2018-07-30 14:05:00,58224,358,218,146,0,138,12,1.9776536312849162,13,0.8435754189944135,1040,358
2018-07-30 14:10:00,58224,59,3,390,0,49,12,4.9491525423728815,7,1.271186440677966,414,59
2018-07-30 14:15:00,58224,158,114,64,0,44,11,1.4430379746835442,7,0.5949367088607594,584,158
2018-07-30 14:20:00,58224,22,6,234,0,16,12,5.045454545454546,4,2.090909090909091,569,22
2018-07-30 14:25:00,58224,5,4,83,0,1,6,1.2,3,0.6,238,5
2018-07-30 14:30:00,58224,7,7,97,0,0,0,0.0,0,0.0,546,7
2018-07-30 14:35:00,58224,8,7,98,0,1,5,0.625,2,0.25,493,8
2018-07-30 14:40:00,58224,4,3,133,0,1,5,1.25,2,0.5,639,4
2018-07-30 14:45:00,58224,20,18,105,0,2,6,0.55,2,0.15,501,20
2018-07-30 14:50:00,58224,31,27,128,0,4,5,0.6451612903225806,3,0.3225806451612903,572,31
2018-07-30 14:55:00,58224,11,0,117,0,11,8,5.363636363636363,4,2.090909090909091,720,11
2018-07-30 15:00:00,58224,11,6,120,0,5,8,2.8181818181818183,4,1.2727272727272727,917,11
2018-07-30 15:05:00,58224,4,3,121,0,1,5,1.25,2,0.5,520,4
2018-07-30 15:10:00,58224,0,0,85,0,0,0,0.0,0,0.0,307,0
2018-07-30 15:15:00,58224,1,1,68,0,0,0,0.0,0,0.0,372,1
2018-07-30 15:20:00,58224,1,0,110,0,1,7,7.0,4,4.0,782,1
2018-07-30 15:25:00,58224,15,14,51,0,1,6,0.4,4,0.26666666666666666,256,15
2018-07-30 15:30:00,58224,14,0,86,0,0,8,5.857142857142857,0,0.0,383,14
2018-07-30 15:35:00,58224,23,23,87,0,0,0,0.0,0,0.0,1572,23
2018-07-30 15:40:00,58224,34,14,132,0,20,6,3.5294117647058822,3,1.411764705882353,632,34
2018-07-30 15:45:00,58224,1,0,138,0,1,5,5.0,2,2.0,567,1
2018-07-30 15:50:00,58224,1,0,103,0,1,6,6.0,3,3.0,526,1
2018-07-30 15:55:00,58224,1,0,99,0,1,6,6.0,3,3.0,451,1
2018-07-30 16:00:00,58224,1,0,107,0,1,6,6.0,4,4.0,566,1
2018-07-30 16:05:00,58224,1,0,112,0,1,5,5.0,4,4.0,1161,1
2018-07-30 16:10:00,58224,1,0,43,0,1,6,6.0,3,3.0,231,1
2018-07-30 16:15:00,58224,1,0,77,0,1,5,5.0,3,3.0,291,1
2018-07-30 16:20:00,58224,1,0,72,0,1,8,8.0,6,6.0,818,1
2018-07-30 16:25:00,58224,1,0,84,0,1,5,5.0,5,5.0,647,1
2018-07-30 16:30:00,58224,1,0,108,0,1,5,5.0,2,2.0,474,1
2018-07-30 16:35:00,58224,1,0,101,0,1,5,5.0,2,2.0,479,1
2018-07-30 16:40:00,58224,1,0,106,0,1,5,5.0,2,2.0,405,1
2018-07-30 16:45:00,58224,1,0,41,0,1,5,5.0,1,1.0,252,1
2018-07-30 16:50:00,58224,82,81,108,0,1,6,0.07317073170731707,3,0.036585365853658534,563,82
2018-07-30 16:55:00,58224,1,0,185,0,1,6,6.0,3,3.0,528,1
2018-07-30 17:00:00,58224,2,1,97,0,1,5,2.5,3,1.5,648,2
2018-07-30 17:05:00,58224,1,0,101,0,1,6,6.0,3,3.0,512,1
2018-07-30 17:10:00,58224,1,0,128,0,1,7,7.0,4,4.0,554,1
2018-07-30 17:15:00,58224,1,0,83,0,1,5,5.0,2,2.0,476,1
2018-07-30 17:20:00,58224,1,0,93,0,1,6,6.0,3,3.0,394,1
2018-07-30 17:25:00,58224,0,0,55,0,0,0,0.0,0,0.0,204,0
2018-07-30 17:30:00,58224,1,1,81,0,0,0,0.0,0,0.0,391,1
2018-07-30 17:35:00,58224,18,17,109,0,1,6,0.3333333333333333,4,0.2222222222222222,551,18
2018-07-30 17:40:00,58224,48,47,103,0,1,5,0.10416666666666667,3,0.0625,436,48
2018-07-30 17:45:00,58224,75,67,179,0,8,5,0.5333333333333333,4,0.4,3815,75
2018-07-30 17:50:00,58224,42,0,137,0,42,8,6.642857142857143,4,3.357142857142857,2897,42
2018-07-30 17:55:00,58224,1,0,70,0,1,6,6.0,3,3.0,217,1
2018-07-30 18:00:00,58224,1,0,111,0,1,5,5.0,2,2.0,568,1
2018-07-30 18:05:00,58224,42,41,89,0,1,6,0.14285714285714285,3,0.07142857142857142,2766,42
2018-07-30 18:10:00,58224,42,0,115,0,42,8,5.666666666666667,3,2.4523809523809526,1175,42
2018-07-30 18:15:00,58224,1,0,153,0,0,5,5.0,0,0.0,533,1
2018-07-30 18:20:00,58224,83,82,118,0,1,5,0.060240963855421686,2,0.024096385542168676,711,83
2018-07-30 18:25:00,58224,2,1,198,0,1,8,4.0,5,2.5,511,2
2018-07-30 18:30:00,58224,1,0,112,0,1,5,5.0,5,5.0,586,1
2018-07-30 18:35:00,58224,1,0,78,0,1,5,5.0,1,1.0,355,1
2018-07-30 18:40:00,58224,14,13,89,0,1,7,0.5,4,0.2857142857142857,450,14
2018-07-30 18:45:00,58224,1,0,141,0,1,5,5.0,4,4.0,593,1
2018-07-30 18:50:00,58224,1,0,85,0,1,5,5.0,2,2.0,417,1
2018-07-30 18:55:00,58224,1,0,109,0,1,6,6.0,3,3.0,500,1
2018-07-30 19:00:00,58224,1,0,122,0,1,5,5.0,3,3.0,640,1
2018-07-30 19:05:00,58224,1,0,108,0,1,5,5.0,2,2.0,545,1
2018-07-30 19:10:00,58224,1,0,100,0,1,5,5.0,2,2.0,475,1
2018-07-30 19:15:00,58224,1,0,110,0,0,5,5.0,0,0.0,538,1
2018-07-30 19:20:00,58224,1,0,91,0,1,6,6.0,3,3.0,469,1
2018-07-30 19:25:00,58224,1,0,133,0,1,6,6.0,3,3.0,582,1
2018-07-30 19:30:00,58224,16,15,1440,0,1,5,0.3125,2,0.125,7647,16
2018-07-30 19:35:00,58224,26,10,179,0,16,7,3.3461538461538463,5,2.423076923076923,6294,26
2018-07-30 19:40:00,58224,3,0,97,0,3,5,5.0,3,3.0,402,3
2018-07-30 19:45:00,58224,1,0,107,0,1,5,5.0,2,2.0,497,1
2018-07-30 19:50:00,58224,10,9,112,0,1,5,0.5,2,0.2,544,10
2018-07-30 19:55:00,58224,1,0,94,0,1,6,6.0,3,3.0,329,1
2018-07-30 20:00:00,58224,1,0,39,0,1,10,10.0,7,7.0,197,1
2018-07-30 20:05:00,58224,2,1,101,0,1,5,2.5,7,3.5,562,2
2018-07-30 20:10:00,58224,11,10,115,0,1,6,0.5454545454545454,3,0.2727272727272727,567,11
2018-07-30 20:15:00,58224,3,2,108,0,1,5,1.6666666666666667,3,1.0,918,3
2018-07-30 20:20:00,58224,12,11,159,0,1,5,0.4166666666666667,2,0.16666666666666666,737,12
2018-07-30 20:25:00,58224,10,0,97,0,10,5,5.0,2,1.1,430,10
2018-07-30 20:30:00,58224,432,422,44,0,10,5,0.11574074074074074,2,0.046296296296296294,720,432
2018-07-30 20:35:00,58224,1,1,540,0,0,0,0.0,0,0.0,476,1
